Time,r.ankle Acceleration X (m/s^2),r.ankle Acceleration Y (m/s^2),r.ankle Acceleration Z (m/s^2),r.ankle Angular Velocity X (rad/s),r.ankle Angular Velocity Y (rad/s),r.ankle Angular Velocity Z (rad/s),r.ankle Magnetic Field X (uT),r.ankle Magnetic Field Y (uT),r.ankle Magnetic Field Z (uT),l.ankle Acceleration X (m/s^2),l.ankle Acceleration Y (m/s^2),l.ankle Acceleration Z (m/s^2),l.ankle Angular Velocity X (rad/s),l.ankle Angular Velocity Y (rad/s),l.ankle Angular Velocity Z (rad/s),l.ankle Magnetic Field X (uT),l.ankle Magnetic Field Y (uT),l.ankle Magnetic Field Z (uT),r.thigh Acceleration X (m/s^2),r.thigh Acceleration Y (m/s^2),r.thigh Acceleration Z (m/s^2),r.thigh Angular Velocity X (rad/s),r.thigh Angular Velocity Y (rad/s),r.thigh Angular Velocity Z (rad/s),r.thigh Magnetic Field X (uT),r.thigh Magnetic Field Y (uT),r.thigh Magnetic Field Z (uT),l.thigh Acceleration X (m/s^2),l.thigh Acceleration Y (m/s^2),l.thigh Acceleration Z (m/s^2),l.thigh Angular Velocity X (rad/s),l.thigh Angular Velocity Y (rad/s),l.thigh Angular Velocity Z (rad/s),l.thigh Magnetic Field X (uT),l.thigh Magnetic Field Y (uT),l.thigh Magnetic Field Z (uT),head Acceleration X (m/s^2),head Acceleration Y (m/s^2),head Acceleration Z (m/s^2),head Angular Velocity X (rad/s),head Angular Velocity Y (rad/s),head Angular Velocity Z (rad/s),head Magnetic Field X (uT),head Magnetic Field Y (uT),head Magnetic Field Z (uT),sternum Acceleration X (m/s^2),sternum Acceleration Y (m/s^2),sternum Acceleration Z (m/s^2),sternum Angular Velocity X (rad/s),sternum Angular Velocity Y (rad/s),sternum Angular Velocity Z (rad/s),sternum Magnetic Field X (uT),sternum Magnetic Field Y (uT),sternum Magnetic Field Z (uT),waist Acceleration X (m/s^2),waist Acceleration Y (m/s^2),waist Acceleration Z (m/s^2),waist Angular Velocity X (rad/s),waist Angular Velocity Y (rad/s),waist Angular Velocity Z (rad/s),waist Magnetic Field X (uT),waist Magnetic Field Y (uT),waist Magnetic Field Z (uT)
1305397838156250,-9.108978,-0.547649,-3.405021,0.385878,0.349882,-0.80215,40.530554,19.154814,25.102441,-13.046923,3.597375,-4.184236,-0.315798,-0.252652,-5.490528,54.845824,-19.98228,13.951987,-8.856342,-0.285776,-1.818102,0.110452,-0.103642,-0.788442,40.250862,-4.531665,-55.475269,-3.81264,-1.713994,-2.175545,-1.711858,0.386735,0.252633,40.908154,-10.105949,-52.7086,-8.379764,-0.570513,-2.608173,0.206679,0.147619,-0.118572,22.760183,-50.394736,-83.534708,-9.035913,0.240644,-1.050194,-0.213793,0.548387,0.051541,30.021185,-18.459008,-47.642381,-6.544063,-0.372111,5.382314,0.089347,0.917697,-0.042249,31.408187,-17.632236,-14.209143
1305397838164060,-9.529436,-0.868449,-3.743812,0.354509,0.353714,-0.804114,40.536183,19.638324,24.570699,-13.33213,6.510866,-1.804835,-1.404593,-0.53468,-5.518696,55.367195,-17.574728,13.824714,-9.426258,-0.485162,-2.087226,0.140912,-0.074397,-0.740235,41.056891,-4.530664,-56.320829,-3.09821,-1.135041,-4.224362,-2.009501,0.347122,0.388727,40.886125,-11.147062,-52.576709,-8.177258,-0.478874,-2.811002,0.204701,0.107293,-0.202877,22.731952,-49.562574,-84.228621,-9.072859,0.140898,-1.078231,-0.19368,0.527358,0.063291,32.443739,-21.399778,-50.293425,-6.64755,-0.389783,5.52838,0.070586,0.954154,-0.000252,36.335568,-14.346794,-11.638984
1305397838171870,-8.972251,0.036723,-3.74328,0.424623,0.362367,-0.772034,40.53518,20.127802,24.548962,-13.234692,4.145323,-0.913815,-1.631536,-0.729078,-5.427951,55.892109,-14.677145,14.155847,-9.779229,-0.713222,-2.34897,0.213414,-0.077444,-0.758846,41.07473,-3.478731,-55.459511,-2.28554,-1.029979,-5.281072,-2.280826,0.545639,0.573668,38.408691,-13.268369,-54.092344,-7.788807,-0.571339,-3.141932,0.200045,0.105251,-0.17858,23.358591,-49.563431,-84.204779,-9.148403,-0.009054,-1.057053,-0.187854,0.50958,0.057004,30.522689,-26.086947,-51.022793,-6.40827,-0.372403,5.415105,0.067319,0.981102,0.011848,36.520925,-11.78958,-16.269804
1305397838179680,-8.945057,-1.360137,-3.787467,0.518203,0.376266,-0.749117,40.044926,20.62643,25.028392,-13.722482,3.138705,-0.737651,-1.460204,-0.81023,-5.205161,56.40704,-12.752277,14.054396,-9.514893,-0.980798,-2.172591,0.324314,-0.106999,-0.789706,41.867039,-3.441556,-54.627019,-1.782221,-1.074551,-6.295203,-2.572643,0.682265,0.680991,41.635257,-11.143726,-54.254204,-7.885368,-0.734961,-3.428794,0.269563,0.157027,-0.155532,22.731952,-49.562574,-84.228621,-9.108198,-0.166775,-0.967992,-0.187817,0.45494,0.055568,28.009255,-23.464052,-50.788071,-5.950858,-0.347216,5.12973,0.062576,1.020572,0.024018,39.059679,-5.454968,-10.994056
1305397838187500,-9.351698,-2.298607,-4.180409,0.538743,0.409006,-0.741371,40.050403,20.627098,25.032067,-14.722987,3.253315,-1.037629,-1.009036,-0.81121,-4.903348,56.924868,-10.834757,13.468716,-9.389433,-1.004425,-2.395678,0.501026,-0.119244,-0.784651,41.043172,-4.49449,-54.642777,-1.238838,-1.656918,-6.929953,-3.030195,0.548535,0.866934,41.589981,-12.188473,-54.973801,-8.295186,-1.047824,-3.302961,0.39028,0.183132,-0.041678,22.730795,-48.71565,-84.211061,-9.003459,-0.288096,-1.09439,-0.177744,0.417146,0.019137,29.551084,-16.975943,-54.569983,-5.919247,-0.429969,5.089652,0.057897,1.051996,0.030166,41.538515,-8.884613,-18.560489
1305397838195310,-9.097166,-1.006781,-3.728713,0.571583,0.42192,-0.733256,39.574354,20.624309,24.51315,-15.602781,4.073549,-1.876617,-0.543281,-0.801762,-4.569485,56.95707,-8.421344,13.339604,-9.250823,-0.822735,-2.576186,0.640888,-0.133607,-0.797556,41.043172,-4.49449,-54.642777,-0.676822,-2.382799,-7.232411,-3.397732,0.424739,1.164756,41.521457,-13.236854,-56.544886,-8.578425,-1.33992,-3.160739,0.528522,0.157566,-0.018198,22.733108,-50.409499,-84.246181,-8.83039,-0.424725,-1.417527,-0.162866,0.375031,0.059929,22.998088,-21.290698,-55.472633,-6.318238,-0.47513,5.238422,0.058479,1.096121,0.030424,38.959594,-11.710822,-16.314948
1305397838203120,-9.134131,-1.586274,-3.604576,0.594738,0.422671,-0.73299,39.084033,21.123008,24.992649,-15.408522,4.619107,-2.426736,-0.135128,-0.812005,-4.254977,57.478441,-6.013793,13.21233,-9.073579,-1.117581,-2.449341,0.652053,-0.118167,-0.767369,39.532646,-1.4673,-56.240883,-0.66375,-3.397389,-7.718306,-3.195616,0.592114,1.633715,41.522676,-14.274333,-55.561508,-8.784103,-1.605145,-3.093117,0.697805,0.133534,0.035316,23.362061,-52.104203,-84.257461,-8.757219,-0.433125,-1.349631,-0.157287,0.354101,0.017907,25.1166,-19.040217,-55.064628,-6.612436,-0.405491,5.349433,0.0546,1.085251,-0.011477,41.308054,-11.251589,-11.499247
1305397838210930,-8.781936,-1.34691,-3.896708,0.687249,0.417612,-0.728731,39.076395,21.618526,25.480986,-13.936175,4.767345,-3.965853,0.254551,-0.756448,-3.893479,57.5071,-4.090412,12.624811,-8.883227,-1.552505,-2.75038,0.761886,-0.129478,-0.834673,39.476391,-3.516906,-55.446442,-1.483747,-4.79654,-8.740971,-2.570105,0.954533,2.019144,41.500648,-15.315446,-55.429618,-8.94439,-1.943593,-3.102406,0.850775,0.084958,0.05291,23.330359,-48.731269,-84.898692,-8.635854,-0.381738,-1.312224,-0.128848,0.349242,0.012432,28.115836,-26.218615,-53.525756,-6.680727,-0.274761,5.321303,0.053989,1.116184,0.024555,41.353158,-11.441827,-13.929669
1305397838218750,-8.770962,-1.159693,-4.003487,0.733574,0.430598,-0.728289,38.600346,21.615738,24.962069,-12.40674,5.57019,-5.226674,0.627486,-0.587107,-3.510066,57.532861,-2.159681,12.521522,-8.605651,-1.717558,-2.759518,1.0128,-0.151007,-0.866403,39.525787,-1.449213,-55.401858,-3.324087,-6.817898,-9.378675,-1.800415,1.114595,2.299345,42.228971,-17.390701,-55.991844,-8.918566,-2.327293,-3.193203,1.033206,0.008367,0.076685,23.278523,-50.454643,-86.356759,-8.675792,-0.368033,-1.541714,-0.094945,0.379031,-0.05737,27.827495,-24.099801,-55.620714,-6.847454,-0.29569,5.432135,0.059396,1.139914,0.01873,34.177403,-8.930648,-15.994638
1305397838226560,-8.646931,-0.675947,-3.831347,0.758838,0.42912,-0.742076,38.592708,22.111255,25.450407,-10.784837,7.664958,-4.398556,0.775796,-0.378577,-3.146999,57.552929,-0.711801,12.444197,-8.351668,-1.391253,-2.629464,1.30457,-0.170161,-0.789251,41.146083,0.729003,-52.014239,-5.956863,-10.19311,-8.863436,-0.830623,1.019346,2.276131,43.001351,-17.383731,-56.817852,-8.702514,-2.66134,-3.206947,1.204556,-0.072073,0.130888,23.955842,-47.885202,-84.85729,-8.859559,-0.479446,-1.49711,-0.03338,0.366438,-0.068298,23.013789,-24.363136,-60.62664,-7.164813,-0.358115,5.649066,0.059961,1.144146,0.000829,39.054741,-8.773133,-16.084924
1305397838234370,-8.722907,-0.575765,-3.984955,0.777905,0.438343,-0.768549,38.599342,22.105286,24.940329,-10.112734,10.214321,-2.822102,0.709558,-0.123876,-2.724301,57.089517,1.22481,12.339068,-8.18078,-0.758795,-2.381629,1.497192,-0.197277,-0.784232,38.712898,-1.432127,-53.717273,-9.147942,-14.63039,-8.498866,0.234005,0.870771,2.089856,42.11639,-20.521307,-57.299148,-8.355282,-2.851924,-3.073739,1.325736,-0.112708,0.033512,23.928767,-47.899964,-85.568763,-9.104451,-0.561204,-1.178518,-0.003386,0.353916,-0.032353,25.404941,-21.159031,-52.96967,-7.296151,-0.362344,5.750444,0.069856,1.160585,0.006924,43.701618,-10.982594,-9.113968
1305397838242180,-8.624483,-0.33029,-4.11628,0.799633,0.458444,-0.774717,38.109021,22.603985,25.419828,-9.357222,11.63049,-1.854672,0.442643,0.09527,-2.239619,57.111736,2.665523,11.777366,-8.035598,-0.387687,-2.087155,1.597684,-0.221385,-0.724107,40.349654,-0.396279,-55.386099,-10.423668,-19.004829,-8.103052,1.303385,0.504907,1.723085,41.275487,-21.576659,-58.044225,-8.006682,-2.834178,-2.959268,1.398995,-0.099405,0.081247,23.953528,-46.191353,-84.822169,-9.418927,-0.71244,-0.969933,0.059958,0.345233,-0.025317,27.705212,-18.272801,-47.729022,-7.170968,-0.295787,5.691461,0.070128,1.168299,0.000994,39.099846,-8.96337,-18.515346
1305397838250000,-8.596969,-0.511559,-4.094252,0.826847,0.49112,-0.79658,38.108017,23.093533,25.398088,-8.667209,11.900751,-1.873111,0.036875,0.260631,-1.733084,57.12816,4.120935,12.184132,-7.861385,-0.081425,-1.905521,1.632721,-0.232197,-0.700021,38.780132,1.687499,-52.81137,-8.405039,-21.484506,-6.733853,2.260664,0.243706,1.412619,42.867961,-22.592928,-57.009887,-7.7737,-2.485216,-2.84499,1.398696,-0.043234,0.098723,22.728481,-47.021802,-84.17594,-9.650099,-0.831622,-0.96278,0.098496,0.304294,-0.03153,32.352859,-21.717652,-52.709747,-7.103243,-0.310971,5.665482,0.068767,1.185385,-0.058665,43.836932,-11.553307,-16.405234
1305397838257810,-8.63781,-0.517373,-3.931473,0.865804,0.535442,-0.823096,38.114651,23.087563,24.88801,-8.504548,12.325506,-2.550188,-0.428072,0.379826,-1.215819,57.141041,5.08631,12.132487,-7.834649,0.226672,-1.843993,1.565378,-0.228773,-0.717821,39.579302,1.706587,-52.817904,-6.172246,-21.424774,-5.47013,2.721048,0.253555,1.100524,42.843494,-21.559084,-58.844752,-7.780987,-1.978509,-2.784549,1.359684,0.05968,0.188623,23.382195,-47.007896,-83.440625,-9.796901,-1.001554,-0.897079,0.158109,0.27154,0.004501,30.036886,-21.531445,-52.796388,-7.268198,-0.371171,5.766885,0.068975,1.201143,-0.058573,38.964532,-8.392657,-11.22408
1305397838265620,-8.827125,-0.424059,-3.848652,0.881117,0.553403,-0.835586,37.141647,23.589443,25.35867,-8.516552,12.525717,-3.451713,-0.821219,0.483152,-0.668378,56.65541,5.582208,12.589061,-7.947717,0.578604,-1.965959,1.419237,-0.187121,-0.686798,39.572442,1.724674,-51.978878,-5.196001,-19.398528,-5.583545,2.918681,0.450191,0.764332,42.844713,-22.596563,-57.861374,-7.959153,-1.481728,-2.896789,1.296091,0.164441,0.248397,23.355121,-47.022659,-84.152098,-9.955425,-1.164572,-0.831378,0.202763,0.227668,-0.037308,25.404941,-21.159031,-52.96967,-7.639327,-0.429778,5.950927,0.065575,1.213746,-0.106312,36.616072,-8.85189,-16.039781
1305397838273430,-9.205342,-0.709894,-3.962286,0.882449,0.563036,-0.876366,37.623327,24.07581,25.345769,-7.972213,10.908802,-4.118994,-0.949489,0.6102,-0.091999,56.658953,6.072245,13.047473,-8.190179,0.781103,-2.337447,1.273021,-0.151911,-0.655748,39.604,2.740433,-52.795612,-5.372578,-16.662249,-6.735159,3.00573,0.708581,0.442374,43.640341,-22.585958,-57.835894,-8.118454,-1.102597,-3.134917,1.236519,0.27444,0.411075,23.97829,-44.482743,-84.075575,-10.054246,-1.2889,-0.782107,0.272524,0.216512,-0.000497,27.235111,-16.789736,-54.656624,-8.021313,-0.430761,6.134997,0.077283,1.204561,-0.118289,41.34822,-14.759992,-19.020536
1305397838281250,-9.261532,-0.716038,-4.229747,0.904954,0.554103,-0.907354,36.656956,24.571721,25.306351,-7.962447,8.896883,-4.077517,-0.75084,0.745472,0.508357,57.14523,6.073732,13.533546,-8.477071,0.593755,-2.676586,1.156155,-0.115194,-0.667321,39.604,2.740433,-52.795612,-5.597105,-13.64811,-7.547217,2.966643,0.780467,0.234705,43.595064,-23.630705,-58.555491,-8.366328,-0.843104,-3.317073,1.176267,0.379064,0.482942,23.325732,-45.343573,-84.82845,-10.17151,-1.382743,-0.826517,0.329553,0.221293,-0.070474,32.656901,-26.908903,-55.768795,-8.2933,-0.441688,6.260083,0.078225,1.198842,-0.154173,38.819342,-14.458274,-14.114549
1305397838289060,-9.578131,-0.870585,-4.481499,0.929146,0.571477,-0.93853,36.173269,25.06445,25.275772,-7.919481,7.351959,-3.573602,-0.295652,0.889577,1.087981,57.139435,6.08843,14.502015,-8.874981,0.082927,-2.974007,1.072847,-0.09223,-0.672978,39.59714,2.75852,-51.956586,-5.377255,-10.894773,-6.987926,2.843433,0.765253,0.129327,43.640341,-22.585958,-57.835894,-8.862213,-0.733883,-3.394359,1.142516,0.450241,0.591374,23.352807,-45.32881,-84.116977,-10.345433,-1.470327,-0.894334,0.37594,0.231993,-0.069223,30.325227,-23.650259,-50.70143,-8.448101,-0.450894,6.335594,0.076228,1.184738,-0.148285,39.104784,-5.645205,-13.424478
1305397838296870,-9.837811,-1.048022,-4.733345,0.944751,0.579166,-0.960333,36.173269,25.06445,25.275772,-9.742766,5.959918,-2.643419,0.386081,1.062304,1.67743,57.120759,5.137754,15.52213,-9.36701,-0.462202,-3.252826,1.08601,-0.071506,-0.679201,38.791111,2.757519,-51.111026,-4.854747,-8.723163,-5.813888,2.698015,0.731603,0.191258,42.821465,-22.600197,-58.712862,-9.467918,-0.758594,-3.341047,1.126556,0.472562,0.64575,22.725011,-44.48103,-84.123258,-10.461417,-1.476782,-0.875564,0.409294,0.237821,-0.109962,30.416107,-23.332384,-48.285108,-8.511307,-0.447201,6.356857,0.090825,1.158557,-0.154378,38.964532,-8.392657,-11.22408
1305397838304680,-10.029379,-1.3963,-4.972113,0.989848,0.566846,-0.973802,35.688578,26.046727,25.223453,-13.91421,3.010387,-1.645544,0.896597,1.264642,2.117054,57.603493,4.649205,15.549791,-9.709352,-0.894865,-3.329139,1.142619,-0.072326,-0.715914,38.822669,3.773279,-51.92776,-4.512368,-6.986824,-4.979244,2.691317,0.725516,0.400146,42.845933,-23.634041,-56.877996,-9.949895,-0.934152,-3.282766,1.14363,0.419575,0.773521,22.699093,-45.342717,-84.852292,-10.649517,-1.401653,-0.812326,0.451748,0.232993,-0.180496,30.234347,-23.968133,-53.117751,-8.522423,-0.408075,6.345112,0.091162,1.132682,-0.17843,38.864446,-14.648512,-16.544971
1305397838312500,-10.243108,-1.622903,-5.195093,1.063067,0.558719,-0.986973,35.204891,26.539457,25.192874,-13.750971,-13.067351,4.009675,1.552659,1.328203,2.227779,58.083329,4.168005,16.061686,-9.945882,-1.283818,-3.525081,1.237837,-0.062929,-0.740773,38.791111,2.757519,-51.111026,-4.627543,-4.87819,-4.61077,2.572693,0.641765,0.538847,42.867961,-22.592928,-57.009887,-10.073512,-1.045058,-3.481036,1.184723,0.34371,0.768091,23.324576,-44.496649,-84.81089,-10.839458,-1.288826,-0.62031,0.45078,0.209978,-0.252415,29.946006,-21.84932,-55.21271,-8.786816,-0.384267,6.465405,0.07635,1.103113,-0.190588,38.964532,-8.392657,-11.22408
1305397838320310,-10.680546,-1.283207,-5.033647,1.120893,0.550822,-0.984666,34.727838,27.026216,24.652217,-10.166223,-21.55904,4.644422,1.895462,1.305054,1.99425,58.073991,3.692666,16.571743,-10.450042,-1.472623,-3.737676,1.356631,-0.067548,-0.723275,38.80895,3.809453,-50.249708,-5.145852,-2.296381,-4.569414,2.311997,0.658961,0.734343,42.889989,-21.551816,-57.141777,-9.733116,-0.941559,-4.05929,1.220585,0.314265,0.762121,23.350494,-43.634962,-84.081856,-11.198089,-1.230412,-0.535939,0.465652,0.228233,-0.239742,29.732844,-16.340194,-49.737339,-9.455521,-0.437987,6.824001,0.078729,1.068948,-0.23261,36.47582,-11.599342,-13.839382
1305397838328120,-11.345361,-1.498253,-4.812466,1.162356,0.520774,-0.988641,34.721204,27.032186,25.162295,-5.608501,-25.953389,0.667389,1.469888,1.163919,1.574393,58.55093,3.218816,17.567874,-11.10343,-1.382206,-3.933728,1.437152,-0.072394,-0.741926,38.048197,4.788037,-51.898933,-7.5021,-0.367936,-4.071634,2.293128,0.806991,1.135369,44.502053,-19.452016,-58.206086,-9.153048,-0.48407,-5.255599,1.229249,0.412774,0.724469,22.670861,-44.510555,-85.546204,-11.660347,-1.142827,-0.449214,0.493149,0.256283,-0.309724,30.005484,-15.38657,-42.488374,-10.335736,-0.524834,7.378222,0.067361,1.026713,-0.256785,41.49341,-8.694375,-16.130067
1305397838335930,-12.038822,-1.913767,-4.696288,1.177871,0.495718,-1.008622,34.244151,27.518945,24.621638,-10.848095,-27.085373,0.259559,1.072126,0.935577,1.089756,58.535151,2.26079,18.103754,-11.650375,-0.954524,-4.260796,1.467926,-0.063276,-0.754272,38.826788,4.861386,-49.38839,-12.529114,0.84796,-2.678255,2.400892,0.875013,1.57546,42.936485,-21.544547,-55.438802,-8.968305,0.480207,-6.547948,1.196583,0.549904,0.626065,23.35165,-44.481886,-84.099417,-12.23713,-1.125382,-0.48185,0.524025,0.346444,-0.372061,27.720913,-21.345238,-52.883029,-11.31043,-0.663924,7.953729,0.051016,0.976177,-0.340776,38.964532,-8.392657,-11.22408
1305397838343750,-12.716423,-2.048864,-4.207472,1.200538,0.453685,-1.045613,34.243147,28.008493,24.599897,-12.438245,-19.620587,-2.439206,0.97482,0.823628,0.909739,58.541592,2.743477,18.077931,-11.995466,-0.472088,-4.721419,1.452349,-0.06217,-0.808751,38.041338,4.806124,-51.059908,-17.702078,1.162652,-1.150665,2.081808,0.694858,1.943672,43.707645,-20.500099,-57.248188,-9.16456,1.699166,-7.707668,1.08461,0.679466,0.540491,23.922983,-43.665344,-85.480961,-12.751972,-0.92263,-0.765172,0.52286,0.421952,-0.399806,28.009255,-23.464052,-50.788071,-11.807425,-0.828369,8.279131,0.041233,0.878211,-0.389174,38.82428,-11.140109,-9.023681
1305397838351560,-13.318763,-2.374836,-3.763573,1.204066,0.40837,-1.104728,33.27778,28.014856,24.582219,-12.377113,-13.85489,-4.583636,0.987503,0.745926,0.977645,58.535151,2.26079,18.103754,-12.166443,0.172291,-4.892477,1.371715,-0.06699,-0.790061,38.052317,5.876145,-49.359564,-18.354157,0.129349,-0.365463,1.219771,0.03917,1.787075,44.457996,-21.534242,-57.942305,-9.696974,2.925852,-8.438442,0.93175,0.840338,0.442725,23.322262,-42.802801,-84.775769,-12.968726,-0.554789,-1.111892,0.469834,0.466497,-0.459154,27.12853,-14.035173,-51.918938,-11.568329,-0.979716,8.189351,0.019449,0.792912,-0.413624,43.836932,-11.553307,-16.405234
1305397838359370,-13.555481,-2.304857,-3.493467,1.194587,0.38039,-1.170398,33.282406,28.987982,24.028661,-14.284558,-4.014822,-4.990768,0.700539,0.666158,1.32674,59.021428,2.262277,18.589827,-11.985444,0.867557,-4.872516,1.227306,-0.06161,-0.819534,37.295684,7.942837,-48.46942,-15.280449,-2.960336,0.905927,-0.249125,-0.200371,1.315487,43.662369,-21.544846,-57.967785,-10.500471,4.138259,-8.68658,0.732496,0.981663,0.406154,22.669705,-43.663631,-85.528644,-13.015099,-0.021403,-1.505584,0.389625,0.49959,-0.483724,29.732844,-16.340194,-49.737339,-11.211156,-1.235679,7.948746,0.024928,0.719191,-0.46782,46.000036,-13.651289,-6.958712
1305397838367180,-13.417069,-1.882975,-3.232251,1.188442,0.373847,-1.236197,32.792085,29.486681,24.50816,-15.516772,4.552608,-4.188267,0.412615,0.655291,1.716464,58.529357,2.275488,19.072223,-11.487313,1.226503,-4.51871,0.992974,-0.097521,-0.739172,38.105832,9.031945,-46.77561,-13.706855,-7.425157,-1.333924,-2.398912,0.009378,0.619888,45.209567,-23.605863,-57.653044,-11.433793,5.005684,-8.591814,0.468822,1.115055,0.418654,21.987759,-42.845376,-86.95787,-13.066939,0.622894,-1.836106,0.318672,0.465984,-0.503914,27.325991,-16.471861,-52.240302,-11.488715,-1.466276,8.054948,-0.005424,0.632217,-0.48035,41.538515,-8.884613,-18.560489
1305397838375000,-13.294282,-1.474455,-3.116031,1.184864,0.393595,-1.31625,32.78859,29.975116,24.484422,-15.543861,6.849659,-2.695557,0.299652,0.689753,1.996385,59.009193,1.794288,19.584118,-11.187665,1.053393,-3.827464,0.733781,-0.140291,-0.585879,38.070155,6.928078,-48.498246,-13.108143,-10.860118,-9.300254,-3.16015,0.406502,0.015076,44.437187,-23.612833,-56.827036,-12.084557,5.204645,-8.477975,0.167065,1.190978,0.480641,21.415269,-42.814994,-85.558766,-13.29594,1.271448,-2.196996,0.256398,0.446395,-0.529494,27.416871,-16.153987,-49.82398,-12.239018,-1.652953,8.413607,-0.016828,0.535741,-0.528743,46.275601,-11.474549,-16.450377
1305397838382810,-13.608269,-1.048573,-3.150795,1.188064,0.412841,-1.36335,32.311573,30.461837,23.943808,-15.8826,4.799484,-1.637069,0.2749,0.741393,2.075183,59.005649,1.304252,19.125706,-11.541889,0.665756,-3.111729,0.452733,-0.140413,-0.450813,38.087994,7.980012,-47.636928,-12.586143,-14.514459,-16.366162,-2.833404,1.35504,-0.568952,44.41394,-23.616467,-57.678524,-11.970806,4.776283,-8.717971,-0.16574,1.211359,0.458739,21.388194,-42.829757,-86.270239,-13.562461,1.792089,-2.534418,0.193073,0.444669,-0.465509,20.484654,-18.667803,-55.23791,-12.832156,-1.823436,8.765017,-0.023891,0.433715,-0.559231,46.230497,-11.284312,-14.019955
1305397838390620,-13.613721,-0.529897,-3.011903,1.187716,0.40109,-1.403983,31.345276,30.957708,23.904392,-17.175294,0.929854,-0.06989,0.302652,0.760398,2.171214,59.479045,0.340364,19.663425,-12.165901,0.382398,-2.66189,0.273149,-0.133142,-0.322445,37.320382,8.976683,-48.447127,-13.103468,-17.811901,-16.871134,-2.095173,1.848833,-1.097401,44.368664,-24.661214,-58.398121,-11.195784,4.096079,-9.493923,-0.439847,1.179364,0.424917,21.417583,-44.508843,-85.593887,-13.984311,1.889828,-2.646759,0.122762,0.431863,-0.473256,36.787343,-19.653378,-52.215101,-12.752501,-1.97943,8.769587,-0.030685,0.347609,-0.476091,33.992046,-11.487862,-11.363817
1305397838398430,-13.606943,-0.205915,-3.172004,1.119423,0.403762,-1.440828,31.350905,31.441248,23.372617,-17.40784,-2.575999,1.742108,0.245635,0.775458,2.2193,59.463267,-0.617661,20.199305,-12.540396,0.169092,-1.976526,0.094146,-0.080687,-0.200323,38.094853,7.961925,-48.475954,-13.767163,-16.060573,-13.317795,-0.31914,1.34375,-1.172931,44.369883,-25.698692,-57.414743,-10.600628,3.421937,-10.304963,-0.638591,1.146295,0.281461,21.336358,-44.55313,-87.728306,-14.19333,1.662526,-3.035312,0.021694,0.498188,-0.396388,20.196313,-16.548989,-57.332868,-12.117799,-2.161962,8.460402,0.005339,0.293845,-0.440466,34.27255,-5.992958,-15.764614
1305397838406250,-14.050093,-0.676423,-3.531026,1.103108,0.420989,-1.44742,30.866251,32.423447,23.320302,-16.153051,-3.63368,2.601926,0.13107,0.772288,2.256033,59.936662,-1.581549,20.737023,-13.329519,0.073661,-1.627791,-0.089493,-0.021513,-0.090325,37.306663,9.012857,-46.769076,-12.241946,-11.603749,-9.866997,1.508848,0.568078,-1.006523,43.573036,-24.671818,-58.423601,-10.812427,2.561922,-10.563635,-0.765431,1.104772,0.198142,22.590793,-45.401767,-87.698183,-14.048257,1.542291,-3.866614,-0.063811,0.446553,-0.357944,27.614332,-18.590675,-50.145344,-11.485172,-2.330669,8.099436,0.05142,0.307445,-0.380523,41.267888,-7.743187,-3.977957
1305397838414060,-14.665305,-1.490183,-3.433285,1.22323,0.417554,-1.427188,29.899954,32.919318,23.280887,-14.64534,-5.262541,1.878062,0.282991,0.853435,2.263169,59.921544,-2.539734,21.273106,-14.453664,-0.179781,-1.385413,-0.188007,0.013748,0.001069,38.905002,9.051033,-46.782144,-9.574387,-9.547924,-6.707931,2.375496,0.1642,-0.600444,43.573036,-24.671818,-58.423601,-11.833201,1.529836,-10.144002,-0.833962,1.054104,0.096307,20.654412,-43.734875,-89.157532,-13.654652,1.4444,-4.250719,-0.093068,0.370364,-0.378382,22.496584,-13.662759,-52.09222,-10.869211,-2.515797,7.762025,0.114058,0.349023,-0.254646,41.17274,-10.680877,-4.207981
1305397838421870,-14.938137,-2.035378,-3.331128,1.394383,0.424342,-1.398606,29.417308,32.922499,23.272048,-13.189205,-5.362589,1.179241,0.479544,0.917404,2.287733,59.915103,-3.022425,21.298929,-15.188046,-0.5982,-1.147442,-0.243511,0.004296,0.080258,38.905002,9.051033,-46.782144,-7.849162,-8.930016,-2.579665,2.910769,0.224648,-0.239321,42.754161,-24.686057,-59.300568,-13.174598,0.718648,-9.211533,-0.886852,0.962486,0.085746,20.682644,-44.567037,-88.46362,-13.144709,1.216003,-4.730797,-0.211744,0.3873,-0.374474,27.325991,-16.471861,-52.240302,-10.311417,-2.669409,7.492958,0.197797,0.398351,-0.116723,41.403201,-8.3139,-11.269223
1305397838429680,-14.923585,-2.754246,-2.935253,1.593183,0.421196,-1.355526,29.422937,33.406039,22.740272,-11.263503,-3.37194,0.613706,0.530402,0.917535,2.262165,59.892884,-4.463151,21.860636,-15.358478,-0.985514,-0.986042,-0.183143,-0.026688,0.122461,37.288824,7.960924,-47.630394,-7.125346,-8.075144,1.021609,3.17323,0.213789,0.006686,43.592625,-21.555749,-60.522247,-14.408166,0.050487,-8.083146,-0.897117,0.849194,0.111478,20.084236,-45.398342,-87.793549,-12.678864,0.880762,-5.416882,-0.361738,0.429796,-0.429961,27.523452,-18.90855,-52.561665,-10.059102,-2.714221,7.459685,0.27603,0.489389,0.003503,38.874323,-8.012182,-6.363236
